PO_ID,PO_Line_Item_ID,Order_Creation_DateTime,Acknowledgement_DateTime,Order_Quantity,Order_Volume,Order_Weight,Priority_Flag,Fulfiller_ID,Routing_Lane_ID,Fulfiller_Throughput,Fulfiller_Calendar,Total_Backlog_Ack,Current_Backlog,Relative_Queue_Position,Estimated_Processing_Rate,Days_in_Queue,Day_of_Week,Day_of_Month,Peak_Season,Demand_Surge,Recent_Shipments,Lead_Time_Trend,Lead_Time,Month,Season,On_Time_Performance,Product_Category,Geography,Carrier,Expected_Ship_Date,P50_Confidence,P90_Confidence,Reasoning_Context,Probability_On_Time,On_Time_Performance_Metric,EDD_Accuracy,P50_Calibration,P90_Calibration,Fill_Rate,Lead_Time_Stability,Vendor_Accuracy_Score
PO00602,L00602,2023-11-21 00:05:00,2023-11-24 11:05:00,127,0.27,49.43,2-day,F165,C6-G1,213,0,222,213,13,1.042253521,2,1,21,1,1,151,1.11,11,11,Fall,0.91,PC8,Region4,USPS,2023-12-05 11:05:00,11,13,Based on backlog and throughput,0.8,0.81,0.98,0.87,0.89,0.99,0.87,75
PO00603,L00603,2023-09-29 06:24:00,2023-10-02 13:24:00,393,1.71,24.53,Standard,F111,C4-G1,190,1,1380,1268,62,7.263157895,1,4,29,1,1,163,1,11,9,Summer,0.85,PC5,Region3,FedEx,2023-10-13 13:24:00,11,12,Based on backlog and throughput,0.88,0.96,0.93,0.81,0.85,0.96,0.8,84
PO00604,L00604,2023-08-03 14:21:00,2023-08-03 20:21:00,396,4.66,6.56,2-day,F150,C8-G5,363,1,3827,3633,47,10.54269972,0,3,3,0,1,289,1.02,2,8,Fall,0.89,PC10,Region1,FedEx,2023-08-05 20:21:00,2,3,Based on backlog and throughput,0.71,0.87,0.97,0.88,0.89,0.92,0.86,75
PO00605,L00605,2023-03-22 11:19:00,2023-03-25 13:19:00,129,3.7,36.4,Standard,F146,C1-G4,177,0,358,220,16,2.02259887,1,2,22,1,1,377,0.96,11,3,Spring,0.9,PC5,Region2,FedEx,2023-04-05 13:19:00,11,13,Based on backlog and throughput,0.75,0.87,0.94,0.73,0.82,0.96,0.87,76
PO00606,L00606,2023-06-16 18:38:00,2023-06-18 21:38:00,58,1.48,16.49,Standard,F164,C9-G2,447,1,1047,1036,66,2.342281879,7,4,16,1,1,108,0.98,13,6,Winter,0.9,PC7,Region4,UPS,2023-07-01 21:38:00,13,14,Based on backlog and throughput,0.83,0.9,0.97,0.85,0.92,0.9,0.85,89
PO00607,L00607,2023-02-13 01:09:00,2023-02-14 05:09:00,122,1.34,49.86,2-day,F101,C4-G3,470,1,624,487,81,1.327659574,8,0,13,1,0,125,0.85,4,2,Spring,0.99,PC6,Region1,DHL,2023-02-18 05:09:00,4,6,Based on backlog and throughput,0.8,0.98,0.97,0.84,0.93,0.93,0.94,91
PO00608,L00608,2023-03-22 19:03:00,2023-03-25 02:03:00,1,0.12,49,2-day,F184,C8-G5,417,1,987,835,96,2.366906475,12,2,22,0,1,239,1.07,11,3,Fall,0.89,PC4,Region1,UPS,2023-04-05 02:03:00,11,13,Based on backlog and throughput,0.81,0.97,0.95,0.81,0.93,0.92,0.83,72
PO00609,L00609,2023-12-12 02:17:00,2023-12-13 02:17:00,239,3.51,32.98,Standard,F130,C5-G3,288,1,307,131,43,1.065972222,1,1,12,1,1,309,0.97,9,12,Spring,0.89,PC10,Region1,FedEx,2023-12-22 02:17:00,9,11,Based on backlog and throughput,0.93,0.89,1,0.86,0.85,0.97,0.85,90
PO00610,L00610,2023-08-15 21:27:00,2023-08-17 07:27:00,290,0.34,6.93,2-day,F178,C3-G1,373,1,3482,3306,8,9.335120643,6,1,15,1,0,417,1.13,5,8,Fall,0.87,PC9,Region4,USPS,2023-08-22 07:27:00,5,6,Based on backlog and throughput,0.96,0.93,0.88,0.83,0.9,0.91,0.92,98
PO00611,L00611,2023-09-06 19:28:00,2023-09-09 02:28:00,96,2.71,34.5,Standard,F187,C9-G2,345,1,2894,2884,3,8.388405797,14,2,6,0,0,466,0.88,3,9,Summer,0.92,PC5,Region5,FedEx,2023-09-12 02:28:00,3,4,Based on backlog and throughput,0.77,0.91,0.96,0.88,0.84,0.93,0.86,98
PO00612,L00612,2023-08-01 08:13:00,2023-08-04 16:13:00,126,4.81,5.11,2-day,F121,C4-G1,236,1,248,59,12,1.050847458,4,1,1,1,1,400,0.88,6,8,Fall,0.87,PC1,Region4,DHL,2023-08-10 16:13:00,6,8,Based on backlog and throughput,0.94,0.93,0.92,0.78,0.91,0.93,0.86,99
PO00613,L00613,2023-09-20 03:22:00,2023-09-23 03:22:00,118,0.64,1.95,Standard,F196,C8-G4,257,1,537,420,84,2.089494163,2,2,20,1,1,388,1.06,3,9,Winter,0.94,PC3,Region3,UPS,2023-09-26 03:22:00,3,5,Based on backlog and throughput,0.83,0.96,0.97,0.82,0.82,0.9,0.94,82
PO00614,L00614,2023-08-09 03:18:00,2023-08-09 07:18:00,48,4.48,41.24,2-day,F165,C9-G1,269,1,2302,2139,16,8.557620818,8,2,9,1,0,344,1.14,14,8,Spring,0.87,PC9,Region4,DHL,2023-08-23 07:18:00,14,15,Based on backlog and throughput,0.78,0.81,0.94,0.87,0.91,0.9,0.91,71
PO00615,L00615,2023-12-14 21:37:00,2023-12-17 23:37:00,89,4.96,10.88,Standard,F117,C1-G3,449,1,3849,3811,78,8.572383073,14,3,14,0,1,145,0.99,5,12,Summer,0.93,PC10,Region2,USPS,2023-12-22 23:37:00,5,7,Based on backlog and throughput,0.99,0.86,0.97,0.74,0.87,0.93,0.89,72
PO00616,L00616,2023-09-07 16:42:00,2023-09-10 19:42:00,488,0.4,19.26,2-day,F157,C1-G5,239,1,3261,3209,80,13.64435146,5,3,7,0,1,251,1.09,3,9,Fall,0.97,PC2,Region2,DHL,2023-09-13 19:42:00,3,4,Based on backlog and throughput,0.94,0.98,0.91,0.8,0.93,0.92,0.91,82
PO00617,L00617,2023-06-07 01:14:00,2023-06-08 11:14:00,237,4.43,48.69,Standard,F120,C2-G3,437,1,4001,3946,59,9.155606407,10,2,7,1,1,182,1.2,6,6,Spring,0.86,PC5,Region3,UPS,2023-06-14 11:14:00,6,7,Based on backlog and throughput,0.99,0.98,0.97,0.89,0.91,0.91,0.91,78
PO00618,L00618,2023-07-22 19:03:00,2023-07-23 01:03:00,373,2.63,17.17,2-day,F122,C8-G1,478,1,4553,4450,49,9.525104603,0,5,22,0,1,308,1.2,12,7,Spring,0.91,PC2,Region2,USPS,2023-08-04 01:03:00,12,13,Based on backlog and throughput,0.75,0.8,0.94,0.79,0.86,0.92,0.86,91
PO00619,L00619,2023-01-04 06:19:00,2023-01-06 13:19:00,385,4.54,15.18,Standard,F172,C2-G5,395,0,3345,3217,63,8.46835443,4,2,4,1,1,305,1.1,10,1,Spring,0.91,PC7,Region2,DHL,2023-01-16 13:19:00,10,11,Based on backlog and throughput,0.74,0.84,0.96,0.75,0.94,0.98,0.88,88
PO00620,L00620,2023-04-19 04:48:00,2023-04-22 09:48:00,272,2.9,45.95,Standard,F172,C5-G1,333,1,4651,4596,62,13.96696697,6,2,19,1,0,71,1.1,5,4,Summer,0.96,PC2,Region2,UPS,2023-04-27 09:48:00,5,6,Based on backlog and throughput,0.85,0.99,0.96,0.77,0.84,0.97,0.85,87
PO00621,L00621,2023-05-11 09:20:00,2023-05-13 15:20:00,189,3.34,5.98,2-day,F184,C10-G3,401,1,2923,2806,49,7.289276808,3,3,11,1,0,218,0.9,14,5,Fall,0.92,PC3,Region4,UPS,2023-05-27 15:20:00,14,15,Based on backlog and throughput,0.89,0.89,0.96,0.88,0.95,0.95,0.81,74
PO00622,L00622,2023-03-03 00:31:00,2023-03-05 02:31:00,487,2.76,38.1,Standard,F118,C4-G3,286,1,4824,4693,51,16.86713287,7,4,3,1,1,206,1.13,9,3,Fall,0.93,PC9,Region2,FedEx,2023-03-14 02:31:00,9,11,Based on backlog and throughput,0.75,0.91,0.98,0.89,0.92,0.99,0.85,79
PO00623,L00623,2023-08-09 05:08:00,2023-08-09 10:08:00,192,4.34,49.41,2-day,F194,C4-G2,243,1,3370,3341,33,13.86831276,9,2,9,1,1,172,0.96,3,8,Summer,0.96,PC5,Region5,DHL,2023-08-12 10:08:00,3,5,Based on backlog and throughput,0.95,0.83,0.95,0.89,0.95,0.9,0.86,83
PO00624,L00624,2023-07-14 17:45:00,2023-07-15 17:45:00,447,3.7,45.11,Standard,F193,C5-G3,336,1,585,574,30,1.741071429,4,4,14,1,1,140,1.18,6,7,Winter,0.93,PC7,Region1,USPS,2023-07-21 17:45:00,6,7,Based on backlog and throughput,0.85,0.97,0.95,0.84,0.81,0.93,0.82,90
PO00625,L00625,2023-04-28 16:35:00,2023-04-30 16:35:00,69,2.65,32.76,Standard,F161,C9-G3,308,1,299,265,59,0.9707792208,8,4,28,1,1,271,0.83,8,4,Spring,0.9,PC4,Region4,FedEx,2023-05-08 16:35:00,8,9,Based on backlog and throughput,0.82,0.84,0.99,0.8,0.84,0.98,0.86,86
PO00626,L00626,2023-12-09 11:04:00,2023-12-12 19:04:00,278,4.35,16.05,Standard,F145,C8-G1,295,0,4566,4490,76,15.4779661,8,5,9,0,1,213,0.97,7,12,Fall,0.86,PC10,Region5,DHL,2023-12-19 19:04:00,7,9,Based on backlog and throughput,0.87,0.84,0.95,0.74,0.91,0.96,0.93,72
PO00627,L00627,2023-07-23 23:02:00,2023-07-26 11:02:00,349,1.3,13.09,Overnight,F105,C5-G2,185,1,2082,1903,15,11.25405405,8,6,23,0,1,467,1.02,6,7,Summer,0.95,PC9,Region2,DHL,2023-08-01 11:02:00,6,8,Based on backlog and throughput,0.88,0.84,0.98,0.72,0.94,1,0.9,76
PO00628,L00628,2023-08-12 00:29:00,2023-08-13 02:29:00,247,0.87,41.05,Standard,F128,C3-G3,329,1,1571,1413,82,4.775075988,0,5,12,1,0,268,0.96,14,8,Summer,0.97,PC6,Region2,USPS,2023-08-27 02:29:00,14,16,Based on backlog and throughput,0.71,0.97,0.98,0.71,0.8,0.99,0.84,78
PO00629,L00629,2023-02-09 10:36:00,2023-02-09 13:36:00,451,0.89,44.05,Standard,F197,C2-G1,320,1,4443,4342,92,13.884375,1,3,9,1,0,19,0.88,2,2,Spring,0.99,PC6,Region2,FedEx,2023-02-11 13:36:00,2,4,Based on backlog and throughput,0.99,0.93,0.91,0.7,0.8,0.92,0.84,74
PO00630,L00630,2023-08-08 18:25:00,2023-08-09 22:25:00,76,1.74,26.51,Standard,F162,C10-G5,220,1,4983,4897,23,22.65,2,1,8,1,1,65,1.04,7,8,Summer,0.98,PC5,Region1,FedEx,2023-08-16 22:25:00,7,9,Based on backlog and throughput,0.81,0.95,0.97,0.88,0.84,1,0.8,73
PO00631,L00631,2023-12-30 20:26:00,2023-12-31 08:26:00,154,1.27,12.59,Standard,F129,C9-G1,208,1,2411,2216,78,11.59134615,13,5,30,1,0,482,1.1,8,12,Spring,0.96,PC8,Region2,USPS,2024-01-08 08:26:00,8,10,Based on backlog and throughput,0.72,0.87,0.94,0.86,0.93,0.99,0.86,72
PO00632,L00632,2023-05-29 03:25:00,2023-05-30 12:25:00,144,4.66,6.09,Standard,F108,C4-G5,250,1,3473,3422,94,13.892,3,0,29,1,0,302,1.06,1,5,Fall,0.94,PC5,Region2,FedEx,2023-05-31 12:25:00,1,3,Based on backlog and throughput,0.95,0.97,0.93,0.81,0.92,0.94,0.82,95
PO00633,L00633,2023-01-11 10:10:00,2023-01-14 15:10:00,435,0.62,4.82,Standard,F133,C6-G5,94,1,2178,2099,97,23.17021277,9,2,11,0,1,146,0.89,9,1,Spring,0.96,PC4,Region3,UPS,2023-01-23 15:10:00,9,11,Based on backlog and throughput,0.99,0.95,0.98,0.9,0.85,1,0.94,82
PO00634,L00634,2023-11-13 14:53:00,2023-11-14 16:53:00,485,3.53,36.09,Standard,F147,C6-G3,499,1,1621,1487,45,3.248496994,8,0,13,1,1,428,1.09,4,11,Winter,0.91,PC6,Region4,USPS,2023-11-18 16:53:00,4,5,Based on backlog and throughput,0.94,0.94,0.98,0.89,0.8,0.9,0.87,78
PO00635,L00635,2023-12-20 11:05:00,2023-12-21 20:05:00,86,1.03,21.3,2-day,F129,C3-G3,313,1,704,683,62,2.249201278,9,2,20,1,1,164,0.9,8,12,Spring,0.93,PC6,Region4,DHL,2023-12-29 20:05:00,8,10,Based on backlog and throughput,0.95,0.98,0.98,0.83,0.88,0.97,0.81,99
PO00636,L00636,2023-08-12 03:15:00,2023-08-14 15:15:00,185,4.42,45.32,Standard,F105,C10-G2,120,1,3948,3874,79,32.9,12,5,12,1,0,377,0.87,10,8,Spring,0.9,PC4,Region5,USPS,2023-08-24 15:15:00,10,11,Based on backlog and throughput,0.88,0.87,0.98,0.79,0.84,0.93,0.91,92
PO00637,L00637,2023-08-12 18:25:00,2023-08-15 03:25:00,285,4.81,37.11,Standard,F185,C3-G1,413,1,3442,3259,71,8.334140436,5,5,12,1,0,309,1.08,7,8,Winter,0.9,PC8,Region1,UPS,2023-08-22 03:25:00,7,9,Based on backlog and throughput,0.97,0.92,0.96,0.73,0.91,0.91,0.93,97
PO00638,L00638,2023-09-26 02:25:00,2023-09-26 13:25:00,462,2.38,9.97,Standard,F126,C5-G5,420,1,1517,1460,15,3.611904762,0,1,26,0,1,5,1.14,14,9,Spring,0.96,PC10,Region2,USPS,2023-10-10 13:25:00,14,16,Based on backlog and throughput,0.71,0.97,0.88,0.8,0.87,0.96,0.9,76
PO00639,L00639,2023-06-08 23:21:00,2023-06-11 08:21:00,220,4.41,30.88,Standard,F166,C6-G5,152,1,4697,4605,46,30.90131579,11,3,8,1,1,13,0.99,13,6,Summer,0.91,PC6,Region1,DHL,2023-06-24 08:21:00,13,15,Based on backlog and throughput,0.92,0.95,0.98,0.73,0.9,0.93,0.83,99
PO00640,L00640,2023-04-24 10:49:00,2023-04-25 19:49:00,69,0.13,22.06,Standard,F146,C8-G1,174,1,3975,3784,64,22.84482759,8,0,24,1,1,131,1.01,10,4,Fall,0.88,PC1,Region3,DHL,2023-05-05 19:49:00,10,12,Based on backlog and throughput,0.89,0.91,0.95,0.78,0.93,0.97,0.94,98
PO00641,L00641,2023-03-28 02:32:00,2023-03-29 14:32:00,47,4.12,29.07,2-day,F149,C3-G1,362,1,3033,2931,46,8.378453039,5,1,28,1,1,341,0.92,7,3,Fall,0.88,PC3,Region1,USPS,2023-04-05 14:32:00,7,9,Based on backlog and throughput,0.71,0.81,0.99,0.89,0.88,0.95,0.86,77
PO00642,L00642,2023-11-21 03:33:00,2023-11-24 11:33:00,497,1.22,37.03,Standard,F160,C8-G1,335,1,648,509,56,1.934328358,3,1,21,1,1,242,1,2,11,Fall,0.97,PC1,Region4,USPS,2023-11-26 11:33:00,2,3,Based on backlog and throughput,0.86,0.92,0.97,0.77,0.85,0.94,0.93,79
PO00643,L00643,2023-09-19 06:57:00,2023-09-21 08:57:00,94,4.55,40.41,Standard,F158,C2-G4,279,1,938,932,44,3.362007168,13,1,19,1,1,438,0.85,1,9,Fall,0.94,PC10,Region1,UPS,2023-09-22 08:57:00,1,3,Based on backlog and throughput,0.85,0.9,0.97,0.73,0.92,0.92,0.88,70
PO00644,L00644,2023-06-28 11:46:00,2023-07-01 11:46:00,238,0.11,42.26,Standard,F105,C1-G1,195,0,3915,3788,75,20.07692308,3,2,28,1,0,230,1.18,4,6,Winter,0.93,PC8,Region3,UPS,2023-07-05 11:46:00,4,5,Based on backlog and throughput,0.9,0.83,0.98,0.82,0.84,0.96,0.81,96
PO00645,L00645,2023-11-27 04:15:00,2023-11-27 04:15:00,446,2.83,13.07,Overnight,F105,C7-G4,419,1,947,893,29,2.260143198,2,0,27,1,1,227,1.12,12,11,Spring,0.91,PC1,Region1,DHL,2023-12-09 04:15:00,12,13,Based on backlog and throughput,0.72,0.97,0.99,0.82,0.93,0.98,0.92,89
PO00646,L00646,2023-02-22 04:16:00,2023-02-23 13:16:00,453,3.81,2.04,2-day,F183,C3-G5,246,1,4809,4704,95,19.54878049,6,2,22,0,1,161,1.07,2,2,Spring,0.91,PC1,Region3,FedEx,2023-02-25 13:16:00,2,4,Based on backlog and throughput,0.93,0.87,0.99,0.74,0.81,0.96,0.94,98
PO00647,L00647,2023-04-12 05:38:00,2023-04-13 05:38:00,204,1.37,37.1,2-day,F141,C10-G4,422,1,4607,4546,62,10.91706161,2,2,12,1,1,282,1.02,8,4,Summer,0.86,PC3,Region1,FedEx,2023-04-21 05:38:00,8,9,Based on backlog and throughput,0.74,0.87,0.97,0.74,0.93,0.96,0.89,98
PO00648,L00648,2023-03-20 20:04:00,2023-03-23 20:04:00,400,1.05,5.76,Standard,F113,C10-G3,270,1,4873,4784,89,18.04814815,1,0,20,0,1,262,1.12,10,3,Spring,0.91,PC7,Region5,FedEx,2023-04-02 20:04:00,10,12,Based on backlog and throughput,0.82,0.93,0.88,0.9,0.81,0.95,0.86,90
PO00649,L00649,2023-04-01 20:31:00,2023-04-04 05:31:00,218,0.51,16.09,Overnight,F190,C5-G3,472,1,4354,4257,52,9.224576271,9,5,1,1,0,130,1,7,4,Winter,0.96,PC9,Region2,FedEx,2023-04-11 05:31:00,7,9,Based on backlog and throughput,0.96,0.89,1,0.75,0.81,0.94,0.91,90
PO00650,L00650,2023-08-26 18:48:00,2023-08-28 06:48:00,474,1.7,0.69,Standard,F166,C4-G5,109,1,4568,4492,54,41.90825688,7,5,26,1,1,430,0.92,8,8,Summer,0.9,PC8,Region4,DHL,2023-09-05 06:48:00,8,10,Based on backlog and throughput,0.86,0.82,0.94,0.87,0.85,0.95,0.87,70
PO00651,L00651,2023-10-24 14:43:00,2023-10-25 19:43:00,432,2.84,34.24,Standard,F181,C2-G4,147,1,2372,2190,88,16.13605442,3,1,24,1,1,224,0.86,11,10,Summer,0.9,PC7,Region4,FedEx,2023-11-05 19:43:00,11,12,Based on backlog and throughput,0.81,0.87,0.98,0.79,0.94,1,0.81,88
PO00652,L00652,2023-10-17 20:40:00,2023-10-19 08:40:00,341,0.67,8.77,2-day,F135,C10-G2,220,1,3420,3302,57,15.54545455,7,1,17,1,0,257,1.06,6,10,Spring,0.85,PC9,Region1,FedEx,2023-10-25 08:40:00,6,8,Based on backlog and throughput,0.71,0.82,0.98,0.79,0.95,0.97,0.9,71
PO00653,L00653,2023-11-16 10:55:00,2023-11-18 10:55:00,39,1.95,32.94,Standard,F194,C2-G4,431,1,2658,2623,83,6.167053364,0,3,16,1,0,233,1.17,1,11,Winter,0.91,PC2,Region1,USPS,2023-11-19 10:55:00,1,2,Based on backlog and throughput,0.89,0.84,0.91,0.76,0.83,0.94,0.9,81
PO00654,L00654,2023-11-18 10:09:00,2023-11-18 12:09:00,100,0.14,49.59,Standard,F133,C2-G4,222,1,4798,4710,66,21.61261261,14,5,18,1,1,335,0.86,14,11,Fall,0.85,PC2,Region1,FedEx,2023-12-02 12:09:00,14,16,Based on backlog and throughput,0.99,0.8,0.98,0.85,0.82,0.95,0.88,92
PO00655,L00655,2023-08-14 02:30:00,2023-08-15 14:30:00,289,4.11,4.1,Standard,F174,C5-G4,200,0,4411,4260,22,22.055,4,0,14,1,1,408,0.87,13,8,Winter,0.93,PC9,Region3,USPS,2023-08-28 14:30:00,13,15,Based on backlog and throughput,0.96,0.83,1,0.88,0.85,0.95,0.87,82
PO00656,L00656,2023-08-15 20:19:00,2023-08-16 04:19:00,254,0.73,4.32,Standard,F169,C8-G2,399,1,2096,1925,20,5.253132832,12,1,15,1,0,315,0.97,13,8,Winter,0.92,PC1,Region1,DHL,2023-08-29 04:19:00,13,14,Based on backlog and throughput,0.91,0.86,0.97,0.75,0.85,0.97,0.95,83
PO00657,L00657,2023-05-21 18:03:00,2023-05-23 19:03:00,222,1.49,17.35,Standard,F172,C4-G2,439,1,3773,3629,33,8.59453303,8,6,21,1,1,462,1.12,12,5,Winter,0.97,PC8,Region5,USPS,2023-06-04 19:03:00,12,13,Based on backlog and throughput,0.73,0.9,0.98,0.72,0.91,0.95,0.86,74
PO00658,L00658,2023-06-30 16:04:00,2023-07-03 03:04:00,357,0.19,43.39,Standard,F122,C10-G3,489,1,1664,1535,72,3.402862986,0,4,30,1,0,23,0.92,9,6,Summer,0.93,PC2,Region1,UPS,2023-07-12 03:04:00,9,10,Based on backlog and throughput,0.77,0.97,0.93,0.73,0.87,0.97,0.8,72
PO00659,L00659,2023-06-08 14:28:00,2023-06-11 23:28:00,23,2.22,11.17,Standard,F148,C6-G4,171,1,4118,3978,25,24.08187135,10,3,8,1,1,270,0.9,6,6,Summer,0.9,PC6,Region1,USPS,2023-06-17 23:28:00,6,7,Based on backlog and throughput,0.75,0.9,0.97,0.86,0.92,0.93,0.91,96
PO00660,L00660,2023-01-20 01:23:00,2023-01-20 06:23:00,250,4.22,18.34,Standard,F183,C3-G3,157,1,1940,1782,46,12.3566879,12,4,20,1,1,94,1.05,12,1,Winter,0.92,PC7,Region2,FedEx,2023-02-01 06:23:00,12,13,Based on backlog and throughput,0.8,0.93,0.88,0.79,0.91,0.94,0.86,93
PO00661,L00661,2023-05-27 02:41:00,2023-05-29 07:41:00,10,2.02,3.89,Overnight,F148,C6-G4,53,1,3391,3299,73,63.98113208,3,5,27,1,0,141,1.01,13,5,Fall,0.95,PC10,Region5,USPS,2023-06-11 07:41:00,13,14,Based on backlog and throughput,0.77,0.87,0.98,0.73,0.89,0.99,0.95,86
PO00662,L00662,2023-02-16 19:38:00,2023-02-17 21:38:00,246,0.98,38.28,Standard,F146,C8-G1,142,1,2987,2874,98,21.03521127,5,3,16,1,1,181,0.82,10,2,Summer,0.86,PC6,Region1,USPS,2023-02-27 21:38:00,10,12,Based on backlog and throughput,0.77,0.94,0.94,0.77,0.93,0.93,0.86,70
PO00663,L00663,2023-09-17 12:29:00,2023-09-21 00:29:00,325,3.79,20.71,Standard,F175,C2-G4,456,0,826,799,57,1.811403509,9,6,17,0,0,205,0.83,1,9,Winter,0.94,PC7,Region4,DHL,2023-09-22 00:29:00,1,2,Based on backlog and throughput,0.88,0.92,0.98,0.8,0.83,1,0.88,83
PO00664,L00664,2023-10-25 17:50:00,2023-10-29 03:50:00,100,3.97,38.08,Standard,F183,C2-G3,55,1,1344,1157,87,24.43636364,7,2,25,1,1,389,1.06,1,10,Fall,0.98,PC3,Region5,DHL,2023-10-30 03:50:00,1,3,Based on backlog and throughput,0.79,0.89,0.9,0.87,0.82,0.92,0.87,75
PO00665,L00665,2023-01-22 14:58:00,2023-01-24 16:58:00,290,0.95,45.23,2-day,F109,C8-G4,337,0,3560,3406,5,10.56379822,13,6,22,1,0,461,0.99,8,1,Spring,0.89,PC1,Region5,FedEx,2023-02-01 16:58:00,8,10,Based on backlog and throughput,0.9,0.84,0.98,0.83,0.91,0.92,0.87,86
PO00666,L00666,2023-10-20 20:12:00,2023-10-22 23:12:00,180,3.88,12.02,Standard,F166,C3-G3,155,1,3818,3676,55,24.63225806,2,4,20,1,1,80,1.19,6,10,Spring,0.94,PC2,Region3,UPS,2023-10-28 23:12:00,6,8,Based on backlog and throughput,0.97,0.86,0.93,0.74,0.84,0.95,0.92,73
PO00667,L00667,2023-06-14 19:30:00,2023-06-16 01:30:00,223,4.74,40.47,Overnight,F132,C6-G5,195,1,1165,1133,61,5.974358974,4,2,14,1,0,273,1.07,8,6,Winter,0.96,PC8,Region4,UPS,2023-06-24 01:30:00,8,10,Based on backlog and throughput,0.89,0.92,0.96,0.73,0.8,0.98,0.83,75
PO00668,L00668,2023-09-14 04:03:00,2023-09-16 15:03:00,394,0.92,3.43,Standard,F148,C10-G2,320,1,4871,4852,89,15.221875,6,3,14,1,1,275,0.8,8,9,Winter,0.92,PC6,Region4,USPS,2023-09-24 15:03:00,8,10,Based on backlog and throughput,0.92,0.88,1,0.78,0.94,0.97,0.87,70
PO00669,L00669,2023-08-19 03:51:00,2023-08-21 05:51:00,250,3.88,44.99,Standard,F128,C9-G1,473,1,382,213,8,0.8076109937,0,5,19,1,1,370,0.99,11,8,Summer,0.95,PC4,Region3,UPS,2023-09-01 05:51:00,11,12,Based on backlog and throughput,0.92,0.97,0.93,0.72,0.89,0.92,0.91,98
PO00670,L00670,2023-06-25 22:05:00,2023-06-27 09:05:00,147,3.57,32.71,2-day,F166,C7-G1,427,1,1181,1042,16,2.765807963,14,6,25,1,0,445,0.97,14,6,Fall,0.89,PC8,Region5,DHL,2023-07-11 09:05:00,14,16,Based on backlog and throughput,0.8,0.84,1,0.85,0.87,0.92,0.81,78
PO00671,L00671,2023-09-16 20:11:00,2023-09-17 07:11:00,442,2.42,43.77,Standard,F151,C6-G5,145,1,3985,3885,48,27.48275862,6,5,16,0,1,464,0.84,8,9,Winter,0.89,PC1,Region4,FedEx,2023-09-25 07:11:00,8,10,Based on backlog and throughput,0.7,0.81,0.93,0.78,0.91,0.96,0.95,73
PO00672,L00672,2023-01-21 07:45:00,2023-01-24 19:45:00,96,0.38,0.51,Standard,F145,C2-G3,278,1,2981,2959,61,10.72302158,12,5,21,0,0,207,1.17,10,1,Spring,0.94,PC4,Region3,FedEx,2023-02-03 19:45:00,10,12,Based on backlog and throughput,0.72,0.91,0.98,0.77,0.85,0.93,0.84,78
PO00673,L00673,2023-08-13 14:33:00,2023-08-13 16:33:00,257,0.47,8.87,Standard,F144,C9-G4,251,1,2684,2485,15,10.69322709,11,6,13,1,1,295,1.12,7,8,Winter,0.95,PC1,Region3,DHL,2023-08-20 16:33:00,7,8,Based on backlog and throughput,0.78,0.97,0.98,0.8,0.94,0.94,0.89,78
PO00674,L00674,2023-09-25 19:10:00,2023-09-28 07:10:00,325,4.28,19.79,2-day,F162,C7-G5,261,1,3070,2959,65,11.76245211,10,0,25,1,0,38,0.89,7,9,Summer,0.98,PC5,Region3,FedEx,2023-10-05 07:10:00,7,8,Based on backlog and throughput,0.9,0.87,0.98,0.84,0.81,0.95,0.87,98
PO00675,L00675,2023-07-06 11:58:00,2023-07-07 21:58:00,493,4.95,19.29,2-day,F161,C7-G2,55,1,1252,1239,22,22.76363636,7,3,6,1,1,435,0.9,10,7,Summer,0.88,PC6,Region3,USPS,2023-07-17 21:58:00,10,11,Based on backlog and throughput,0.96,0.92,1,0.81,0.9,0.96,0.91,91
PO00676,L00676,2023-05-25 12:26:00,2023-05-25 19:26:00,4,3.41,11.72,2-day,F177,C10-G2,161,1,3597,3507,3,22.34161491,7,3,25,0,1,287,0.81,4,5,Fall,0.92,PC4,Region2,FedEx,2023-05-29 19:26:00,4,5,Based on backlog and throughput,0.98,0.84,0.98,0.86,0.92,0.93,0.9,82
PO00677,L00677,2023-06-23 21:38:00,2023-06-25 02:38:00,16,2.29,19.39,2-day,F100,C9-G2,425,1,1047,895,54,2.463529412,8,4,23,1,1,123,0.92,9,6,Spring,0.89,PC2,Region3,UPS,2023-07-04 02:38:00,9,11,Based on backlog and throughput,0.71,0.91,0.99,0.83,0.87,0.92,0.95,92
PO00678,L00678,2023-01-27 20:41:00,2023-01-27 23:41:00,280,3.27,6.88,Standard,F164,C8-G4,428,1,4860,4784,14,11.35514019,5,4,27,1,1,363,1.03,12,1,Fall,0.86,PC10,Region4,FedEx,2023-02-08 23:41:00,12,13,Based on backlog and throughput,0.99,0.95,0.98,0.86,0.91,0.94,0.84,98
PO00679,L00679,2023-06-21 02:21:00,2023-06-23 07:21:00,336,3.01,20.93,Overnight,F117,C2-G3,496,1,1817,1733,36,3.663306452,11,2,21,1,1,456,0.97,2,6,Spring,0.91,PC5,Region4,FedEx,2023-06-25 07:21:00,2,4,Based on backlog and throughput,0.79,0.96,0.88,0.84,0.94,0.91,0.84,86
